CATION_ANION Temperature Pressure Density
C0665_A0048 353.15 101.325 1168.5
C0665_A0048 363.15 101.325 1160.5
C0665_A0048 373.15 101.325 1152.4
C0665_A0048 383.15 101.325 1144.4
C0665_A0048 393.15 101.325 1136.4
C0665_A0048 403.15 101.325 1128.4
C0665_A0048 413.15 101.325 1120.4
C0665_A0048 423.15 101.325 1112.4
C0665_A0048 433.15 101.325 1104.3
C0665_A0048 443.15 101.325 1096.2
C0665_A0048 453.15 101.325 1088
C0665_A0048 463.15 101.325 1079.7
C0665_A0048 473.15 101.325 1071.4
C2332_A0056 278.15 101.325 1016.4
C2332_A0056 283.15 101.325 1013.3
C2332_A0056 288.15 101.325 1010.1
C2332_A0056 293.15 101.325 1007
C2332_A0056 298.15 101.325 1003.9
C2332_A0056 303.15 101.325 1000.8
C2332_A0056 308.15 101.325 997.7
C2332_A0056 313.15 101.325 994.6
C2332_A0056 318.15 101.325 991.5
C2332_A0056 323.15 101.325 988.5
C2332_A0056 328.15 101.325 985.5
C2332_A0056 333.15 101.325 982.4
C2332_A0056 338.15 101.325 979.4
C2332_A0056 343.15 101.325 976.4
C2332_A0056 348.15 101.325 973.4
C2332_A0056 353.15 101.325 970.4
C0231_A0048 278.15 101.325 1420.02
C0231_A0048 283.15 101.325 1415.26
C0231_A0048 288.15 101.325 1410.6
C0231_A0048 293.15 101.325 1405.96
C0231_A0048 298.15 101.325 1401.26
C0231_A0048 303.15 101.325 1396.46
C0231_A0048 308.15 101.325 1391.81
C0231_A0048 313.15 101.325 1387.91
C0231_A0048 318.15 101.325 1383.36
C0231_A0048 323.15 101.325 1379.82
C0231_A0048 328.15 101.325 1375.4
C0231_A0048 333.15 101.325 1370.97
C0231_A0048 338.15 101.325 1366.49
C0231_A0048 343.15 101.325 1361.67
C0231_A0048 348.15 101.325 1357.66
C0231_A0048 353.15 101.325 1353.3
C0460_A0121 278.15 101.325 1157.5
C0460_A0121 283.15 101.325 1153.5
C0460_A0121 288.15 101.325 1149.8
C0460_A0121 293.15 101.325 1146.1
C0460_A0121 298.15 101.325 1142.5
C0460_A0121 303.15 101.325 1138.9
C0460_A0121 308.15 101.325 1135.4
C0460_A0121 313.15 101.325 1132
C0460_A0121 318.15 101.325 1128.5
C0460_A0121 323.15 101.325 1125.1
C0460_A0121 328.15 101.325 1121.7
C0460_A0121 333.15 101.325 1118.5
C0460_A0121 338.15 101.325 1118
C0460_A0121 343.15 101.325 1111.7
C0460_A0121 348.15 101.325 1108.4
C0460_A0121 353.15 101.325 1105.1
C1280_A0048 283.15 101.325 1517.3
C1280_A0048 288.15 101.325 1512.2
C1280_A0048 293.15 101.325 1507.2
C1280_A0048 298.15 101.325 1502.3
C1280_A0048 303.15 101.325 1497.3
C1280_A0048 308.15 101.325 1492.4
C1280_A0048 313.15 101.325 1487.6
C1280_A0048 318.15 101.325 1482.8
C1280_A0048 323.15 101.325 1478
C1280_A0048 328.15 101.325 1473.2
C1280_A0048 333.15 101.325 1468.5
C1280_A0048 338.15 101.325 1463.8
C1280_A0048 343.15 101.325 1459.1
C1280_A0048 348.15 101.325 1454.5
C1280_A0048 353.15 101.325 1449.8
C0598_A0048 283.15 101.325 1477
C0598_A0048 288.15 101.325 1472
C0598_A0048 293.15 101.325 1467.1
C0598_A0048 298.15 101.325 1462.1
C0598_A0048 303.15 101.325 1457.3
C0598_A0048 308.15 101.325 1452.4
C0598_A0048 313.15 101.325 1447.6
C0598_A0048 318.15 101.325 1442.8
C0598_A0048 323.15 101.325 1438.1
C0598_A0048 328.15 101.325 1433.4
C0598_A0048 333.15 101.325 1428.7
C0598_A0048 338.15 101.325 1424
C0598_A0048 343.15 101.325 1419.4
C0598_A0048 348.15 101.325 1414.8
C0598_A0048 353.15 101.325 1410.2
C0337_A0048 283.15 101.325 1276
C0337_A0048 288.15 101.325 1271.7
C0337_A0048 293.15 101.325 1267.3
C0337_A0048 298.15 101.325 1262.8
C0337_A0048 303.15 101.325 1258.4
C0337_A0048 308.15 101.325 1254.1
C0337_A0048 313.15 101.325 1249.9
C0337_A0048 318.15 101.325 1245.8
C0337_A0048 323.15 101.325 1241.7
C0337_A0048 328.15 101.325 1237.6
C0337_A0048 333.15 101.325 1233.6
C0337_A0048 338.15 101.325 1229.5
C0337_A0048 343.15 101.325 1225.5
C0337_A0048 348.15 101.325 1221.5
C0337_A0048 353.15 101.325 1217.5
C1197_A0091 283.15 101.325 1021.5
C1197_A0091 288.15 101.325 1018
C1197_A0091 293.15 101.325 1014.4
C1197_A0091 298.15 101.325 1010.9
C1197_A0091 303.15 101.325 1007.5
C1197_A0091 308.15 101.325 1004.1
C1197_A0091 313.15 101.325 1000.7
C1197_A0091 318.15 101.325 997.6
C1197_A0091 323.15 101.325 994.3
C1197_A0091 328.15 101.325 990.9
C1197_A0091 333.15 101.325 987.6
C1197_A0091 338.15 101.325 984.3
C1197_A0091 343.15 101.325 980.9
C1197_A0091 348.15 101.325 977.6
C1197_A0091 353.15 101.325 974.3
C1552_A0030 283.15 101.325 1082.4
C1552_A0030 288.15 101.325 1079.3
C1552_A0030 293.15 101.325 1076.2
C1552_A0030 298.15 101.325 1073.2
C1552_A0030 303.15 101.325 1070.1
C1552_A0030 308.15 101.325 1067
C1552_A0030 313.15 101.325 1064
C1552_A0030 318.15 101.325 1060.9
C1552_A0030 323.15 101.325 1057.7
C1552_A0030 328.15 101.325 1054.7
C1552_A0030 333.15 101.325 1051.8
C1552_A0030 338.15 101.325 1048.8
C1552_A0030 343.15 101.325 1045.9
C1552_A0030 348.15 101.325 1043.1
C1552_A0030 353.15 101.325 1040.2
C1196_A0044 283.15 101.325 1076.5
C1196_A0044 288.15 101.325 1073.4
C1196_A0044 293.15 101.325 1070.3
C1196_A0044 298.15 101.325 1067.2
C1196_A0044 303.15 101.325 1064.1
C1196_A0044 308.15 101.325 1061
C1196_A0044 313.15 101.325 1057.9
C1196_A0044 318.15 101.325 1054.8
C1196_A0044 323.15 101.325 1051.8
C1196_A0044 328.15 101.325 1048.9
C1196_A0044 333.15 101.325 1045.9
C1196_A0044 338.15 101.325 1043
C1196_A0044 343.15 101.325 1040.1
C1196_A0044 348.15 101.325 1037.3
C1196_A0044 353.15 101.325 1034.4
C2162_A0048 298.15 101.325 1242.9
C2162_A0048 303.15 101.325 1238.8
C2162_A0048 308.15 101.325 1234.6
C2162_A0048 313.15 101.325 1230.4
C2162_A0048 318.15 101.325 1226.2
C2162_A0048 323.15 101.325 1222
C2162_A0048 328.15 101.325 1217.8
C2162_A0048 333.15 101.325 1213.6
C2162_A0048 338.15 101.325 1209.5
C2162_A0048 343.15 101.325 1205.3
C2162_A0048 348.15 101.325 1201.2
C2162_A0048 353.15 101.325 1197.1
C2162_A0048 358.15 101.325 1193
C2162_A0048 363.15 101.325 1188.9
C2162_A0048 368.15 101.325 1184.9
C1607_A0048 293.15 101.325 1483
C1607_A0048 298.15 101.325 1479
C1607_A0048 303.15 101.325 1474
C1607_A0048 308.15 101.325 1470
C1607_A0048 313.15 101.325 1465
C1607_A0048 318.15 101.325 1461
C1607_A0048 323.15 101.325 1456
C1607_A0048 328.15 101.325 1452
C1607_A0048 333.15 101.325 1448
C1607_A0048 338.15 101.325 1443
C1607_A0048 343.15 101.325 1439
C1607_A0048 348.15 101.325 1435
C1607_A0048 353.15 101.325 1430
C1607_A0048 358.15 101.325 1426
C1607_A0048 363.15 101.325 1422
C1610_A0048 293.15 101.325 1359.3
C1610_A0048 298.15 101.325 1355.1
C1610_A0048 303.15 101.325 1350.8
C1610_A0048 308.15 101.325 1346.6
C1610_A0048 313.15 101.325 1342.4
C1610_A0048 318.15 101.325 1338.2
C1610_A0048 323.15 101.325 1334
C1610_A0048 328.15 101.325 1329.8
C1610_A0048 333.15 101.325 1325.7
C1610_A0048 338.15 101.325 1321.7
C1610_A0048 343.15 101.325 1317.6
C1610_A0048 348.15 101.325 1313.6
C1610_A0048 353.15 101.325 1309.6
C1610_A0048 358.15 101.325 1305.5
C1610_A0048 363.15 101.325 1301.5
C1608_A0048 293.15 101.325 1413.3
C1608_A0048 298.15 101.325 1408.9
C1608_A0048 303.15 101.325 1404.6
C1608_A0048 308.15 101.325 1400.3
C1608_A0048 313.15 101.325 1395.9
C1608_A0048 318.15 101.325 1391.6
C1608_A0048 323.15 101.325 1387.3
C1608_A0048 328.15 101.325 1383
C1608_A0048 333.15 101.325 1378.9
C1608_A0048 338.15 101.325 1374.7
C1608_A0048 343.15 101.325 1370.6
C1608_A0048 348.15 101.325 1366.4
C1608_A0048 353.15 101.325 1362.3
C1608_A0048 358.15 101.325 1358.1
C1608_A0048 363.15 101.325 1354
C1609_A0048 293.15 101.325 1411.6
C1609_A0048 298.15 101.325 1407.1
C1609_A0048 303.15 101.325 1402.6
C1609_A0048 308.15 101.325 1398.1
C1609_A0048 313.15 101.325 1393.6
C1609_A0048 318.15 101.325 1389.1
C1609_A0048 323.15 101.325 1384.8
C1609_A0048 328.15 101.325 1380.5
C1609_A0048 333.15 101.325 1376.1
C1609_A0048 338.15 101.325 1371.8
C1609_A0048 343.15 101.325 1367.5
C1609_A0048 348.15 101.325 1363.2
C1609_A0048 353.15 101.325 1358.9
C1609_A0048 358.15 101.325 1354.6
C1609_A0048 363.15 101.325 1350.3
C0190_A0098 288.15 101.325 1041.4
C0190_A0098 293.15 101.325 1046.8
C0190_A0098 295.15 101.325 1043.7
C0190_A0098 298.15 101.325 1042.5
C0190_A0098 303.15 101.325 1040.7
C0190_A0098 308.15 101.325 1037.7
C0190_A0098 313.15 101.325 1034.7
C0190_A0098 318.15 101.325 1028.9
C0190_A0098 323.15 101.325 1026
C0190_A0098 328.15 101.325 1023.1
C0190_A0098 333.15 101.325 1020.2
C0190_A0098 338.15 101.325 1017.3
C0190_A0098 343.15 101.325 1014.4
C0190_A0098 348.15 101.325 1011.5
C0190_A0098 353.15 101.325 1008.6
C0406_A0020 283.15 101.325 1188.2
C0406_A0020 288.15 101.325 1184.8
C0406_A0020 293.15 101.325 1181.3
C0406_A0020 298.15 101.325 1177.8
C0406_A0020 303.15 101.325 1174.4
C0406_A0020 308.15 101.325 1171
C0406_A0020 313.15 101.325 1167.7
C0406_A0020 318.15 101.325 1164.4
C0406_A0020 323.15 101.325 1161.1
C0406_A0020 328.15 101.325 1157.9
C0406_A0020 333.15 101.325 1154.7
C0406_A0020 338.15 101.325 1151.4
C0406_A0020 343.15 101.325 1148.2
C0406_A0020 348.15 101.325 1145
C0406_A0020 353.15 101.325 1141.8
C0406_A0008 283.15 101.325 1245.3
C0406_A0008 288.15 101.325 1241.5
C0406_A0008 293.15 101.325 1237.7
C0406_A0008 298.15 101.325 1234
C0406_A0008 303.15 101.325 1230.2
C0406_A0008 308.15 101.325 1226.4
C0406_A0008 313.15 101.325 1222.7
C0406_A0008 318.15 101.325 1218.9
C0406_A0008 323.15 101.325 1215.2
C0406_A0008 328.15 101.325 1211.5
C0406_A0008 333.15 101.325 1207.7
C0406_A0008 338.15 101.325 1204
C0406_A0008 343.15 101.325 1200.3
C0406_A0008 348.15 101.325 1196.6
C0406_A0008 353.15 101.325 1192.9
C0406_A0048 283.15 101.325 1420.6
C0406_A0048 288.15 101.325 1416.1
C0406_A0048 293.15 101.325 1411.5
C0406_A0048 298.15 101.325 1406.9
C0406_A0048 303.15 101.325 1402.3
C0406_A0048 308.15 101.325 1397.7
C0406_A0048 313.15 101.325 1393.2
C0406_A0048 318.15 101.325 1388.6
C0406_A0048 323.15 101.325 1384
C0406_A0048 328.15 101.325 1379.5
C0406_A0048 333.15 101.325 1375
C0406_A0048 338.15 101.325 1370.5
C0406_A0048 343.15 101.325 1366.1
C0406_A0048 348.15 101.325 1361.7
C0406_A0048 353.15 101.325 1357.3
C0293_A0011 292.97 101.325 1266.43
C0293_A0011 298.16 101.325 1262.6
C0293_A0011 303.16 101.325 1258.82
C0293_A0011 308.22 101.325 1254.84
C0293_A0011 313.19 101.325 1250.97
C0293_A0011 318.05 101.325 1247.4
C0293_A0011 323.09 101.325 1243.43
C0293_A0011 328.16 101.325 1239.71
C0293_A0011 333.36 101.325 1235.76
C0293_A0011 337.82 101.325 1232.14
C0293_A0011 343.31 101.325 1228.66
C0293_A0011 348.05 101.325 1224.36
C0293_A0011 352.96 101.325 1220.98
C0293_A0011 357.92 101.325 1217.32
C0293_A0011 364.45 101.325 1212.58
C0509_A0011 293.11 101.325 1216.29
C0509_A0011 298.18 101.325 1212.6
C0509_A0011 303.15 101.325 1209.57
C0509_A0011 308.14 101.325 1205.42
C0509_A0011 313.21 101.325 1201.39
C0509_A0011 318.08 101.325 1197.66
C0509_A0011 323.13 101.325 1193.94
C0509_A0011 328.02 101.325 1190.39
C0509_A0011 332.95 101.325 1186.82
C0509_A0011 338.45 101.325 1183.02
C0509_A0011 343.45 101.325 1179.31
C0509_A0011 348.02 101.325 1176.28
C0509_A0011 352.94 101.325 1172.76
C0509_A0011 358.11 101.325 1168.91
C0509_A0011 365.13 101.325 1163.68
C1284_A0048 283.15 100 1365.3
C1284_A0048 288.15 100 1360.8
C1284_A0048 293.15 100 1356.3
C1284_A0048 298.15 100 1351.8
C1284_A0048 303.15 100 1347.4
C1284_A0048 308.15 100 1342.9
C1284_A0048 313.15 100 1338.5
C1284_A0048 318.15 100 1334.1
C1284_A0048 323.15 100 1329.6
C1284_A0048 328.15 100 1325.2
C1284_A0048 333.15 100 1320.8
C1284_A0048 338.15 100 1316.5
C1284_A0048 343.15 100 1312.1
C1284_A0048 348.15 100 1307.8
C1284_A0048 353.15 100 1303.4
C0448_A0048 283.15 101.325 1625.9
C0448_A0048 288.15 101.325 1620.5
C0448_A0048 293.15 101.325 1615
C0448_A0048 298.15 101.325 1609.7
C0448_A0048 303.15 101.325 1604.6
C0448_A0048 308.15 101.325 1599.6
C0448_A0048 313.15 101.325 1594.6
C0448_A0048 318.15 101.325 1589.8
C0448_A0048 323.15 101.325 1584.8
C0448_A0048 328.15 101.325 1579.9
C0448_A0048 333.15 101.325 1575.1
C0448_A0048 338.15 101.325 1570.2
C0448_A0048 343.15 101.325 1565.4
C0448_A0048 348.15 101.325 1560.6
C0448_A0048 353.15 101.325 1555.8
C0852_A0048 283.15 101.325 1588.6
C0852_A0048 288.15 101.325 1583.6
C0852_A0048 293.15 101.325 1578.6
C0852_A0048 298.15 101.325 1573.7
C0852_A0048 303.15 101.325 1568.8
C0852_A0048 308.15 101.325 1563.9
C0852_A0048 313.15 101.325 1559.1
C0852_A0048 318.15 101.325 1554.2
C0852_A0048 323.15 101.325 1549.4
C0852_A0048 328.15 101.325 1544.6
C0852_A0048 333.15 101.325 1539.8
C0852_A0048 338.15 101.325 1535
C0852_A0048 343.15 101.325 1530.2
C0852_A0048 348.15 101.325 1525.5
C0852_A0048 353.15 101.325 1520.7
C0290_A0189 293.16 101.325 1085.5
C0290_A0189 298.14 101.325 1082.1
C0290_A0189 303.14 101.325 1078.8
C0290_A0189 308.14 101.325 1075.4
C0290_A0189 313.14 101.325 1072.2
C0290_A0189 318.14 101.325 1068.9
C0290_A0189 323.14 101.325 1065.6
C0290_A0189 328.14 101.325 1062.4
C0290_A0189 333.14 101.325 1059.1
C0290_A0189 338.14 101.325 1055.9
C0290_A0189 343.14 101.325 1052.7
C0290_A0189 348.14 101.325 1049.5
C0290_A0189 353.14 101.325 1046.3
C0290_A0189 358.14 101.325 1043.1
C0290_A0189 363.14 101.325 1039.9
C0190_A0033 293.16 101.325 1043.7
C0190_A0033 298.14 101.325 1040.9
C0190_A0033 303.14 101.325 1038
C0190_A0033 308.14 101.325 1035.2
C0190_A0033 313.14 101.325 1032.3
C0190_A0033 318.14 101.325 1029.5
C0190_A0033 323.14 101.325 1026.7
C0190_A0033 328.14 101.325 1023.9
C0190_A0033 333.14 101.325 1021.1
C0190_A0033 338.14 101.325 1018.3
C0190_A0033 343.14 101.325 1015.5
C0190_A0033 348.14 101.325 1012.7
C0190_A0033 353.14 101.325 1009.9
C0190_A0033 358.14 101.325 1007.2
C0190_A0033 363.14 101.325 1004.4
C0290_A0033 293.16 101.325 1012.5
C0290_A0033 298.14 101.325 1009.6
C0290_A0033 303.14 101.325 1006.8
C0290_A0033 308.14 101.325 1003.8
C0290_A0033 313.14 101.325 1000.9
C0290_A0033 318.14 101.325 998.1
C0290_A0033 323.14 101.325 995.2
C0290_A0033 328.14 101.325 992.4
C0290_A0033 333.14 101.325 989.5
C0290_A0033 338.14 101.325 986.7
C0290_A0033 343.14 101.325 984
C0290_A0033 348.14 101.325 981.3
C0290_A0033 353.14 101.325 978.4
C0290_A0033 358.14 101.325 975.6
C0290_A0033 363.14 101.325 972.9
C0505_A0051 283.15 101.325 1263.5
C0505_A0051 288.15 101.325 1259.9
C0505_A0051 293.15 101.325 1256.2
C0505_A0051 298.15 101.325 1252.7
C0505_A0051 303.15 101.325 1249.2
C0505_A0051 308.15 101.325 1245.7
C0505_A0051 313.15 101.325 1242.2
C0505_A0051 318.15 101.325 1238.8
C0505_A0051 323.15 101.325 1235.3
C0505_A0051 328.15 101.325 1231.9
C0505_A0051 333.15 101.325 1228.4
C0505_A0051 338.15 101.325 1225
C0505_A0051 343.15 101.325 1221.6
C0505_A0051 348.15 101.325 1218.2
C0505_A0051 353.15 101.325 1214.8
C0316_A0056 293.15 101.325 1113.2
C0316_A0056 298.15 101.325 1109.9
C0316_A0056 303.15 101.325 1106.5
C0316_A0056 308.15 101.325 1103.2
C0316_A0056 313.15 101.325 1099.9
C0316_A0056 318.15 101.325 1096.6
C0316_A0056 323.15 101.325 1093.3
C0316_A0056 328.15 101.325 1090
C0316_A0056 333.15 101.325 1086.8
C0316_A0056 338.15 101.325 1083.5
C0316_A0056 343.15 101.325 1080.3
C0316_A0056 348.15 101.325 1077.1
C0316_A0056 353.15 101.325 1073.9
C0316_A0056 358.15 101.325 1070.8
C0316_A0056 363.15 101.325 1067.6
C0852_A0056 293.15 101.325 1189.5
C0852_A0056 298.15 101.325 1186.2
C0852_A0056 303.15 101.325 1182.9
C0852_A0056 308.15 101.325 1179.6
C0852_A0056 313.15 101.325 1176.4
C0852_A0056 318.15 101.325 1173.1
C0852_A0056 323.15 101.325 1169.9
C0852_A0056 328.15 101.325 1166.7
C0852_A0056 333.15 101.325 1163.5
C0852_A0056 338.15 101.325 1160.4
C0852_A0056 343.15 101.325 1157.2
C0852_A0056 348.15 101.325 1154.1
C0852_A0056 353.15 101.325 1150.9
C0852_A0056 358.15 101.325 1147.8
C0852_A0056 363.15 101.325 1144.8
C2333_A0056 293.15 101.325 1242.3
C2333_A0056 298.15 101.325 1238.7
C2333_A0056 303.15 101.325 1235.2
C2333_A0056 308.15 101.325 1231.6
C2333_A0056 313.15 101.325 1228.1
C2333_A0056 318.15 101.325 1224.6
C2333_A0056 323.15 101.325 1221.2
C2333_A0056 328.15 101.325 1217.7
C2333_A0056 333.15 101.325 1214.3
C2333_A0056 338.15 101.325 1210.9
C2333_A0056 343.15 101.325 1207.5
C2333_A0056 348.15 101.325 1204
C2333_A0056 353.15 101.325 1200.6
C2333_A0056 358.15 101.325 1197.2
C2333_A0056 363.15 101.325 1194.6
C0083_A0056 293.15 101.325 1155.6
C0083_A0056 298.15 101.325 1152.4
C0083_A0056 303.15 101.325 1149.2
C0083_A0056 308.15 101.325 1146
C0083_A0056 313.15 101.325 1142.9
C0083_A0056 318.15 101.325 1139.7
C0083_A0056 323.15 101.325 1136.6
C0083_A0056 328.15 101.325 1133.5
C0083_A0056 333.15 101.325 1130.4
C0083_A0056 338.15 101.325 1127.3
C0083_A0056 343.15 101.325 1124.2
C0083_A0056 348.15 101.325 1121.2
C0083_A0056 353.15 101.325 1118.1
C0083_A0056 358.15 101.325 1115.1
C0083_A0056 363.15 101.325 1112.1
C0234_A0404 293.15 101.325 889.9
C0234_A0404 298.15 101.325 886.9
C0234_A0404 303.15 101.325 883.9
C0234_A0404 308.15 101.325 880.9
C0234_A0404 313.15 101.325 877.8
C0234_A0404 318.15 101.325 874.8
C0234_A0404 323.15 101.325 871.8
C0234_A0404 328.15 101.325 868.8
C0234_A0404 333.15 101.325 865.8
C0234_A0404 338.15 101.325 862.9
C0234_A0404 343.15 101.325 859.9
C0234_A0404 348.15 101.325 857
C0234_A0404 353.15 101.325 854
C0234_A0404 358.15 101.325 851
C0234_A0404 363.15 101.325 847.9
C1093_A0404 293.15 101.325 878.4
C1093_A0404 298.15 101.325 875.3
C1093_A0404 303.15 101.325 872.3
C1093_A0404 308.15 101.325 869.2
C1093_A0404 313.15 101.325 866.1
C1093_A0404 318.15 101.325 863.1
C1093_A0404 323.15 101.325 860.1
C1093_A0404 328.15 101.325 857.1
C1093_A0404 333.15 101.325 854.1
C1093_A0404 338.15 101.325 851.1
C1093_A0404 343.15 101.325 848.2
C1093_A0404 348.15 101.325 845.2
C1093_A0404 353.15 101.325 842.2
C1093_A0404 358.15 101.325 839.2
C1093_A0404 363.15 101.325 836.1
C0979_A0404 293.15 101.325 890.5
C0979_A0404 298.15 101.325 887.5
C0979_A0404 303.15 101.325 884.5
C0979_A0404 308.15 101.325 881.5
C0979_A0404 313.15 101.325 878.5
C0979_A0404 318.15 101.325 875.5
C0979_A0404 323.15 101.325 872.5
C0979_A0404 328.15 101.325 869.5
C0979_A0404 333.15 101.325 866.6
C0979_A0404 338.15 101.325 863.6
C0979_A0404 343.15 101.325 860.7
C0979_A0404 348.15 101.325 857.8
C0979_A0404 353.15 101.325 854.9
C0979_A0404 358.15 101.325 852
C0979_A0404 363.15 101.325 849.1
C0979_A0413 293.15 101.325 893
C0979_A0413 298.15 101.325 890
C0979_A0413 303.15 101.325 887
C0979_A0413 308.15 101.325 884
C0979_A0413 313.15 101.325 881
C0979_A0413 318.15 101.325 878
C0979_A0413 323.15 101.325 875
C0979_A0413 328.15 101.325 872
C0979_A0413 333.15 101.325 869
C0979_A0413 338.15 101.325 866
C0979_A0413 343.15 101.325 863
C0979_A0413 348.15 101.325 860
C0979_A0413 353.15 101.325 857
C0979_A0413 358.15 101.325 854
C0979_A0413 363.15 101.325 851
C2311_A0048 293.15 101.325 1375.6
C2311_A0048 298.15 101.325 1371.1
C2311_A0048 303.15 101.325 1366.6
C2311_A0048 308.15 101.325 1362.2
C2311_A0048 313.15 101.325 1357.8
C2311_A0048 318.15 101.325 1353.4
C2311_A0048 323.15 101.325 1349
C2311_A0048 328.15 101.325 1344.6
C2311_A0048 333.15 101.325 1340.2
C2311_A0048 338.15 101.325 1335.8
C2311_A0048 343.15 101.325 1331.5
C2311_A0048 348.15 101.325 1327.1
C2311_A0048 353.15 101.325 1322.8
C2311_A0048 358.15 101.325 1318.6
C2311_A0048 363.15 101.325 1314.3
C2310_A0048 293.15 101.325 1452
C2310_A0048 298.15 101.325 1447.2
C2310_A0048 303.15 101.325 1442.5
C2310_A0048 308.15 101.325 1437.8
C2310_A0048 313.15 101.325 1433.1
C2310_A0048 318.15 101.325 1428.4
C2310_A0048 323.15 101.325 1423.8
C2310_A0048 328.15 101.325 1419.2
C2310_A0048 333.15 101.325 1414.6
C2310_A0048 338.15 101.325 1410
C2310_A0048 343.15 101.325 1405.4
C2310_A0048 348.15 101.325 1400.9
C2310_A0048 353.15 101.325 1396.4
C2310_A0048 358.15 101.325 1391.9
C2310_A0048 363.15 101.325 1387.5
C1581_A0048 293.15 101.325 1475.5
C1581_A0048 298.15 101.325 1470.6
C1581_A0048 303.15 101.325 1465.8
C1581_A0048 308.15 101.325 1461.1
C1581_A0048 313.15 101.325 1456.3
C1581_A0048 318.15 101.325 1451.6
C1581_A0048 323.15 101.325 1446.9
C1581_A0048 328.15 101.325 1442.2
C1581_A0048 333.15 101.325 1437.5
C1581_A0048 338.15 101.325 1432.9
C1581_A0048 343.15 101.325 1428.3
C1581_A0048 348.15 101.325 1423.7
C1581_A0048 353.15 101.325 1419.1
C1581_A0048 358.15 101.325 1414.6
C1581_A0048 363.15 101.325 1410
C2307_A0048 293.15 101.325 1348.7
C2307_A0048 298.15 101.325 1344.3
C2307_A0048 303.15 101.325 1339.9
C2307_A0048 308.15 101.325 1335.5
C2307_A0048 313.15 101.325 1331.2
C2307_A0048 318.15 101.325 1326.8
C2307_A0048 323.15 101.325 1322.5
C2307_A0048 328.15 101.325 1318.2
C2307_A0048 333.15 101.325 1313.9
C2307_A0048 338.15 101.325 1309.7
C2307_A0048 343.15 101.325 1305.6
C2307_A0048 348.15 101.325 1301.4
C2307_A0048 353.15 101.325 1297.1
C2307_A0048 358.15 101.325 1292.9
C2307_A0048 363.15 101.325 1288.8
C2306_A0048 293.15 101.325 1325.1
C2306_A0048 298.15 101.325 1320.8
C2306_A0048 303.15 101.325 1316.5
C2306_A0048 308.15 101.325 1312.2
C2306_A0048 313.15 101.325 1307.9
C2306_A0048 318.15 101.325 1303.6
C2306_A0048 323.15 101.325 1299.4
C2306_A0048 328.15 101.325 1295.2
C2306_A0048 333.15 101.325 1290.9
C2306_A0048 338.15 101.325 1286.7
C2306_A0048 343.15 101.325 1282.5
C2306_A0048 348.15 101.325 1278.3
C2306_A0048 353.15 101.325 1274.2
C2306_A0048 358.15 101.325 1270.1
C2306_A0048 363.15 101.325 1266
C2305_A0048 293.15 101.325 1301.7
C2305_A0048 298.15 101.325 1297.4
C2305_A0048 303.15 101.325 1293.2
C2305_A0048 308.15 101.325 1289
C2305_A0048 313.15 101.325 1284.8
C2305_A0048 318.15 101.325 1280.6
C2305_A0048 323.15 101.325 1276.4
C2305_A0048 328.15 101.325 1272.3
C2305_A0048 333.15 101.325 1268.1
C2305_A0048 338.15 101.325 1264
C2305_A0048 343.15 101.325 1259.9
C2305_A0048 348.15 101.325 1255.8
C2305_A0048 353.15 101.325 1251.7
C2305_A0048 358.15 101.325 1247.6
C2305_A0048 363.15 101.325 1243.6
C0267_A0048 293.15 101.325 1442.1
C0267_A0048 298.15 101.325 1437.2
C0267_A0048 303.15 101.325 1432.4
C0267_A0048 308.15 101.325 1427.7
C0267_A0048 313.15 101.325 1422.9
C0267_A0048 318.15 101.325 1418.2
C0267_A0048 323.15 101.325 1413.5
C0267_A0048 328.15 101.325 1408.8
C0267_A0048 333.15 101.325 1404.2
C0267_A0048 338.15 101.325 1399.5
C0267_A0048 343.15 101.325 1394.9
C0267_A0048 348.15 101.325 1390.3
C0267_A0048 353.15 101.325 1385.7
C0267_A0048 358.15 101.325 1381.1
C0267_A0048 363.15 101.325 1376.6
C2151_A0048 293.15 101.325 1404.5
C2151_A0048 298.15 101.325 1400
C2151_A0048 303.15 101.325 1395.6
C2151_A0048 308.15 101.325 1391.2
C2151_A0048 313.15 101.325 1386.8
C2151_A0048 318.15 101.325 1382.4
C2151_A0048 323.15 101.325 1378
C2151_A0048 328.15 101.325 1373.7
C2151_A0048 333.15 101.325 1369.4
C2151_A0048 338.15 101.325 1365.2
C2151_A0048 343.15 101.325 1360.9
C2151_A0048 348.15 101.325 1356.7
C2151_A0048 353.15 101.325 1352.5
C2151_A0048 358.15 101.325 1348.3
C2151_A0048 363.15 101.325 1344.1
C2150_A0048 293.15 101.325 1417.2
C2150_A0048 298.15 101.325 1412.6
C2150_A0048 303.15 101.325 1408
C2150_A0048 308.15 101.325 1403.4
C2150_A0048 313.15 101.325 1398.8
C2150_A0048 318.15 101.325 1394.2
C2150_A0048 323.15 101.325 1389.7
C2150_A0048 328.15 101.325 1385.1
C2150_A0048 333.15 101.325 1380.6
C2150_A0048 338.15 101.325 1376.1
C2150_A0048 343.15 101.325 1371.6
C2150_A0048 348.15 101.325 1367.2
C2150_A0048 353.15 101.325 1362.8
C2150_A0048 358.15 101.325 1358.4
C2150_A0048 363.15 101.325 1354.1
C0062_A0027 283.15 101.325 1471.9
C0062_A0027 288.15 101.325 1467.5
